,Player,Club,POS,GP,GS,MINS,SHTS,SV,GA,GAA,PKG/A,W,L,T,ShO,W%,Sv%,Year,Season,best_11
0,Mark Dodd,DAL,G,31,31,2776,235,160,45,1.45,5-May,17,14,0,6.0,54.8,68.1,1996,reg,1
1,Tony Meola,MET,G,29,29,2610,188,142,38,1.31,4-Mar,14,15,0,9.0,48.3,75.5,1996,reg,0
2,Mark Dougherty,TB,G,28,28,2520,186,123,47,1.68,10-Sep,17,11,0,3.0,60.7,66.1,1996,reg,0
3,Jorge Campos,LA,G,24,24,2160,133,100,27,1.13,0/1,13,8,0,4.0,54.2,75.2,1996,reg,0
4,Garth Lagerwey,KC,G,23,22,1959,133,83,38,1.73,2-Feb,12,10,0,3.0,52.2,62.4,1996,reg,0
5,Chris Woods,COL,G,23,23,2070,149,96,43,1.87,2-Feb,8,15,0,2.0,34.8,64.4,1996,reg,0
6,Tom Liner,SJ,G,20,20,1712,118,75,33,1.65,2-Jan,7,12,0,4.0,35.0,63.6,1996,reg,0
7,Aidan Heaney,NE,G,19,18,1534,130,93,29,1.61,2-Feb,8,9,0,4.0,42.1,71.5,1996,reg,0
8,Jeff Causey,DC,G,19,18,1620,115,70,35,1.94,8-Jul,9,10,0,0.0,47.4,60.9,1996,reg,0
9,David Kramer,LA,G,15,8,855,83,52,22,2.75,4-Apr,6,5,0,1.0,40.0,62.7,1996,reg,0
10,Mark Simpson,DC,G,15,14,1260,69,46,21,1.5,0/0,7,6,0,3.0,46.7,66.7,1996,reg,0
11,Jim St. Andre,NE,G,15,14,1346,91,57,27,1.93,0/0,7,8,0,2.0,46.7,62.6,1996,reg,0
12,Dave Salzwedel,SJ,G,14,12,1168,80,53,17,1.42,2-Feb,8,5,0,4.0,57.1,66.3,1996,reg,0
13,Bo Oshoniyi,CLB,G,13,13,1170,101,64,33,2.54,3-Feb,3,10,0,2.0,23.1,63.4,1996,reg,0
14,Pat Harrington,CLB,G,12,11,924,57,23,21,1.91,0/0,5,5,0,1.0,41.7,40.4,1996,reg,0
15,Dusty Hudock,COL,G,9,9,810,55,34,16,1.78,2-Feb,3,6,0,2.0,33.3,61.8,1996,reg,0
16,Brad Friedel,CLB,G,9,9,810,60,46,7,0.78,0/0,8,1,0,4.0,88.9,76.7,1996,reg,0
17,David Winner,CLB,G,7,6,606,39,22,16,2.67,2-Feb,3,4,0,0.0,42.9,56.4,1996,reg,0
18,Mike Ammann,KC,G,4,3,291,21,12,8,2.67,0/1,1,2,0,0.0,25.0,57.1,1996,reg,0
19,Scott Budnick,TB,G,4,4,360,23,18,4,1.0,0/0,3,1,0,1.0,75.0,78.3,1996,reg,0
20,Zach Thornton,MET,G,3,3,270,17,8,9,3.0,1-Jan,1,2,0,0.0,33.3,47.1,1996,reg,0
21,Jeff Cassar,DAL,G,2,1,104,9,6,3,3.0,0/0,0,1,0,0.0,0.0,66.7,1996,reg,0
22,Mile Miovac,DC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1996,reg,0
46,Tony Meola,MET,G,30,30,2700,204,149,48,1.6,6-Apr,12,18,0,5.0,40.0,73.0,1997,reg,0
47,Mark Dodd,DAL,G,30,30,2700,249,183,48,1.6,9-Jun,14,16,0,3.0,46.7,73.5,1997,reg,0
48,Mike Ammann,KC,G,29,29,2597,160,109,45,1.55,4-Mar,21,8,0,5.0,72.4,68.1,1997,reg,0
49,Brad Friedel,CLB,G,29,29,2609,174,131,35,1.21,5-Apr,14,15,0,7.0,48.3,75.3,1997,reg,1
50,Mark Dougherty,TB,G,26,24,2157,165,111,45,1.88,4-Jan,15,9,0,3.0,57.7,67.3,1997,reg,0
51,Marcus Hahnemann,COL,G,25,24,2157,154,111,37,1.54,5-Apr,13,10,0,5.0,52.0,72.1,1997,reg,0
52,Walter Zenga,NE,G,22,22,1980,113,81,28,1.27,1-Jan,15,7,0,6.0,68.2,71.7,1997,reg,0
53,David Kramer,LA,G,21,21,1831,123,84,33,1.57,4-Mar,7,14,0,3.0,33.3,68.3,1997,reg,0
54,Dave Salzwedel,SJ,G,20,18,1679,118,72,35,1.94,3-Jan,7,11,0,2.0,35.0,61.0,1997,reg,0
55,Jorge Campos,LA,G,19,19,1687,88,62,23,1.21,2-Feb,12,5,0,4.0,63.2,70.5,1997,reg,0
56,Scott Garlick,DC,G,14,13,1171,82,57,22,1.69,0/0,9,5,0,2.0,64.3,69.5,1997,reg,0
57,Jeff Causey,DC,G,12,11,991,86,56,27,2.45,0/1,4,8,0,1.0,33.3,65.1,1997,reg,0
58,Paul Grafer,COL,G,9,8,723,63,40,22,2.75,1-Jan,1,8,0,1.0,11.1,63.5,1997,reg,0
59,Scott Budnick,TB,G,9,8,737,52,35,15,1.88,0/0,2,6,0,1.0,22.2,67.3,1997,reg,0
60,Kevin Hartman,LA,G,8,4,483,21,12,8,2.0,2-Jan,2,4,0,3.0,25.0,57.1,1997,reg,0
61,Tom Presthus,DC,G,7,7,629,49,31,13,1.86,0/1,4,2,0,0.0,57.1,63.3,1997,reg,0
62,Mark Simpson,DC,G,7,7,629,35,27,7,1.0,3-Mar,4,2,0,3.0,57.1,77.1,1997,reg,0
63,Chris Snitko,KC,G,5,3,282,20,11,6,2.0,0/0,0,3,0,0.0,0.0,55.0,1997,reg,0
64,David Winner,CLB,G,4,3,271,19,11,6,2.0,0/0,1,2,0,0.0,25.0,57.9,1997,reg,0
65,Scott Coufal,NE,G,4,4,360,29,17,9,2.25,0/0,0,4,0,1.0,0.0,58.6,1997,reg,0
66,Zach Thornton,MET,G,3,2,197,18,12,5,2.5,2-Feb,1,1,0,0.0,33.3,66.7,1997,reg,0
67,Garth Lagerwey,DAL,G,2,2,180,14,13,1,0.5,0/0,2,0,0,1.0,100.0,92.9,1997,reg,0
68,Tom Liner,SJ,G,2,2,180,19,14,4,2.0,1-Jan,0,2,0,0.0,0.0,73.7,1997,reg,0
69,Marcus Roy,DAL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1997,reg,0
70,Jeff Cassar,DAL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1997,reg,0
71,Aidan Heaney,CLB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1997,reg,0
72,Tony Meola,MET,G,31,31,2790,234,164,62,2.0,5-May,14,17,0,4.0,45.2,70.1,1998,reg,0
73,Kevin Hartman,LA,G,29,28,2544,143,103,39,1.39,0/1,22,7,0,7.0,75.9,72.0,1998,reg,0
74,Marcus Hahnemann,COL,G,28,28,2520,200,138,52,1.86,5-Apr,16,12,0,4.0,57.1,69.0,1998,reg,0
75,Mike Ammann,KC,G,27,27,2430,132,85,42,1.56,7-Apr,11,16,0,5.0,40.7,64.4,1998,reg,0
76,Ian Feuer,NE,G,26,26,2336,179,112,55,2.12,5-Jan,8,15,0,5.0,30.8,62.6,1998,reg,0
77,Zach Thornton,CHI,G,25,23,2076,118,85,27,1.17,2-Jan,16,8,0,8.0,64.0,72.0,1998,reg,1
78,Scott Garlick,DC,G,25,25,2205,129,88,35,1.4,3-Mar,19,5,0,7.0,76.0,68.2,1998,reg,0
79,Mark Dodd,DAL,G,25,24,2205,179,134,42,1.75,4-Mar,11,13,0,6.0,44.0,74.9,1998,reg,0
80,David Kramer,SJ,G,24,24,2125,132,82,39,1.63,3-Feb,10,14,0,5.0,41.7,62.1,1998,reg,0
81,Thomas Ravelli,TB,G,23,23,2053,179,131,38,1.65,5-Mar,7,13,0,2.0,30.4,73.2,1998,reg,0
82,Juergen Sommer,CLB,G,21,21,1890,143,106,35,1.67,2-Jan,11,10,0,4.0,52.4,74.1,1998,reg,0
83,Jeff Cassar,MIA,G,21,21,1890,151,107,41,1.95,4-Feb,12,9,0,2.0,57.1,70.9,1998,reg,0
84,Doug Petras,TB,G,12,9,827,70,49,19,2.11,1-Jan,5,7,0,1.0,41.7,70.0,1998,reg,0
85,Mark Dougherty,CLB,G,11,11,989,77,49,21,1.91,4-Feb,4,6,0,1.0,36.4,63.6,1998,reg,0
86,Jeff Causey,NE,G,9,6,544,35,24,11,1.83,0/0,3,6,0,0.0,33.3,68.6,1998,reg,0
87,Andy Kirk,SJ,G,9,8,755,56,34,21,2.63,1-Jan,3,5,0,2.0,33.3,60.7,1998,reg,0
88,Jorge Campos,CHI,G,9,8,765,48,33,15,1.88,1-Jan,4,3,0,0.0,44.4,68.8,1998,reg,0
89,Garth Lagerwey,DAL,G,8,7,630,44,28,14,2.0,1-Jan,4,3,0,0.0,50.0,63.6,1998,reg,0
90,Tom Presthus,DC,G,6,5,495,28,19,8,1.6,1-Jan,5,1,0,0.0,83.3,67.9,1998,reg,0
91,Matt Reis,LA,G,5,4,336,24,18,5,1.25,0/0,2,1,0,0.0,40.0,75.0,1998,reg,0
92,Chris Snitko,KC,G,5,5,450,27,18,8,1.6,0/0,1,4,0,1.0,20.0,66.7,1998,reg,0
93,David Winner,CHI,G,4,3,271,23,16,6,2.0,0/0,2,2,0,0.0,50.0,69.6,1998,reg,0
94,Paul Grafer,COL,G,4,4,360,39,20,17,4.25,0/0,0,4,0,0.0,0.0,51.3,1998,reg,0
95,Matt Napoleon,MIA,G,4,4,360,45,32,12,3.0,0/1,1,3,0,0.0,25.0,71.1,1998,reg,0
96,Scott Budnick,MIA,G,3,3,270,24,16,8,2.67,0/0,0,3,0,0.0,0.0,66.7,1998,reg,0
97,Mark Simpson,DC,G,2,2,180,8,3,5,2.5,0/0,0,2,0,0.0,0.0,37.5,1998,reg,0
98,Matt Jordan,DAL,G,1,1,45,4,1,3,3.0,0/0,0,1,0,0.0,0.0,25.0,1998,reg,0
99,Bill Andracki,MET,G,1,1,90,6,5,1,1.0,0/0,0,1,0,0.0,0.0,83.3,1998,reg,0
100,Tim Howard,MET,G,1,1,90,8,5,1,1.0,0/0,1,0,0,0.0,100.0,62.5,1998,reg,0
101,Scott Coufal,CHI,G,1,1,90,5,2,3,3.0,0/0,0,1,0,0.0,0.0,40.0,1998,reg,0
102,Randy Dedini,LA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1998,reg,0
103,Manuel Carou,MET,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1998,reg,0
104,Kevin East,MET,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1998,reg,0
105,Dusty Hudock,COL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1998,reg,0
106,Emmett Idzahl,MET,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1998,reg,0
107,Jeremy Oetman,SJ,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1998,reg,0
108,Reginald Pierre-Jerome,MIA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1998,reg,0
109,Kevin Rueda,CHI,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1998,reg,0
110,Mike Littman,LA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1998,reg,0
111,Mike McGinty,CLB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1998,reg,0
112,David Allred,TB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1998,reg,0
113,Joe Cannon,SJ,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1998,reg,0
114,Kevin Hartman,LA,G,32,32,2870,150,118,29,0.91,4-Mar,20,12,0,11.0,62.5,78.7,1999,reg,1
115,Mark Dougherty,CLB,G,31,31,2745,152,106,35,1.13,4-Apr,18,12,0,6.0,58.1,69.7,1999,reg,0
116,Zach Thornton,CHI,G,30,30,2633,137,99,32,1.07,3-Feb,17,12,0,7.0,56.7,72.3,1999,reg,0
117,Matt Jordan,DAL,G,29,29,2584,172,133,31,1.07,0/2,17,11,0,11.0,58.6,77.3,1999,reg,0
118,Scott Garlick,TB,G,28,28,2471,193,152,36,1.29,3-Jan,14,13,0,5.0,50.0,78.8,1999,reg,0
119,Tom Presthus,DC,G,26,26,2227,129,88,34,1.31,0/1,17,8,0,3.0,65.4,68.2,1999,reg,0
120,Walter Zenga,NE,G,25,25,2125,140,87,45,1.8,2-Jan,5,13,0,2.0,20.0,62.1,1999,reg,0
121,Mike Ammann,MET,G,24,24,2138,155,91,51,2.13,2-Feb,6,18,0,2.0,25.0,58.7,1999,reg,0
122,Joe Cannon,SJ,G,24,24,2160,131,96,32,1.33,6-Feb,14,10,0,4.0,58.3,73.3,1999,reg,0
123,Ian Feuer,COL,G,19,19,1696,99,70,23,1.21,2-Feb,10,9,0,8.0,52.6,70.7,1999,reg,0
124,Jeff Causey,NE,G,16,7,755,49,32,8,1.14,0/0,7,7,0,1.0,43.8,65.3,1999,reg,0
125,Garth Lagerwey,MIA,G,16,14,1306,107,77,27,1.93,0/0,7,7,0,3.0,43.8,72.0,1999,reg,0
126,Chris Snitko,KC,G,16,15,1395,95,66,26,1.73,1-Jan,4,10,0,2.0,25.0,69.5,1999,reg,0
127,Jeff Cassar,MIA,G,15,15,1304,83,45,25,1.67,3-Feb,5,10,0,3.0,33.3,54.2,1999,reg,0
128,Marcus Hahnemann,COL,G,13,13,1170,85,68,14,1.08,0/1,10,3,0,4.0,76.9,80.0,1999,reg,0
129,Mark Simpson,DC,G,9,6,653,48,37,9,1.5,1-Jan,6,1,0,1.0,66.7,77.1,1999,reg,0
130,Tim Howard,MET,G,9,8,742,55,37,13,1.63,0/0,1,7,0,0.0,11.1,67.3,1999,reg,0
131,Tony Meola,KC,G,9,9,765,48,36,10,1.11,0/0,1,8,0,3.0,11.1,75.0,1999,reg,0
132,David Winner,KC,G,8,7,631,42,27,13,1.86,3-Jan,3,5,0,0.0,37.5,64.3,1999,reg,0
133,David Kramer,SJ,G,8,8,720,55,35,17,2.13,1-Jan,5,3,0,0.0,62.5,63.6,1999,reg,0
134,Mark Dodd,DAL,G,6,3,296,23,18,4,1.33,0/0,2,2,0,1.0,33.3,78.3,1999,reg,0
135,Andy Kirk,TB,G,6,4,409,32,18,14,3.5,1-Jan,0,5,0,0.0,0.0,56.3,1999,reg,0
136,Greg Sutton,CHI,G,3,2,247,19,14,4,2.0,0/0,1,2,0,0.0,33.3,73.7,1999,reg,0
137,Dusty Hudock,MIA,G,3,3,270,19,12,7,2.33,0/0,1,2,0,0.0,33.3,63.2,1999,reg,0
138,Matt Napoleon,CLB,G,2,1,135,9,5,4,4.0,0/0,1,1,0,0.0,50.0,55.6,1999,reg,0
139,Matt Reis,LA,G,1,0,10,1,1,0,0.0,0/0,0,0,0,0.0,0.0,100.0,1999,reg,0
140,Russell Payne,COL,G,1,0,14,2,0,2,2.0,1-Jan,0,0,0,0.0,0.0,0.0,1999,reg,0
141,Cesar Delgado,KC,G,1,1,90,8,4,4,4.0,0/0,0,1,0,0.0,0.0,50.0,1999,reg,0
142,Kevin East,MET,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
143,Randy Dedini,COL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
144,Kori Hunter,MET,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
145,Kurt Kelley,MET,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
146,Anthony Latronica,NE,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
147,Mike Littman,LA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
148,Bill May,LA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
149,Steve McAnulty,MET,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
150,Mike McGinty,CHI,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
151,Johnny Morton,COL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
152,David Allred,TB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
153,Bill Andracki,MET,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
154,Juergen Sommer,CLB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
155,Jon Busch,CHI,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
156,Miguel Pineda,DAL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
157,Matt Nyman,TB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
158,J.J. Wozniak,SJ,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
159,Scott Vallow,DAL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
160,Jim Welch,LA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,1999,reg,0
161,Scott Garlick,TB,G,32,32,2934,247,184,50,1.56,2-Feb,16,12,4,6.0,50.0,74.5,2000,reg,0
162,Tony Meola,KC,G,31,31,2826,162,129,29,0.94,6-Mar,15,7,9,16.0,48.4,79.6,2000,reg,1
163,Matt Jordan,DAL,G,31,31,2830,188,124,53,1.71,5-Apr,13,14,4,7.0,41.9,66.0,2000,reg,0
164,Joe Cannon,SJ,G,26,26,2420,181,137,40,1.54,3-Mar,6,13,7,7.0,23.1,75.7,2000,reg,0
165,Kevin Hartman,LA,G,26,26,2422,126,91,27,1.04,4-Feb,12,7,7,7.0,46.2,72.2,2000,reg,0
166,Mark Dougherty,CLB,G,25,25,2269,170,111,46,1.84,6-Jun,10,12,3,3.0,40.0,65.3,2000,reg,0
167,Zach Thornton,CHI,G,25,25,2319,127,91,33,1.32,3-Mar,15,4,6,5.0,60.0,71.7,2000,reg,0
168,Mike Ammann,MET,G,22,22,1960,162,108,35,1.59,7-May,11,9,1,2.0,50.0,66.7,2000,reg,0
169,Jeff Causey,NE,G,22,21,1975,110,67,34,1.62,5-Jan,8,8,5,3.0,36.4,60.9,2000,reg,0
170,Nick Rimando,MIA,G,22,22,2002,150,102,41,1.86,5-Mar,10,11,1,2.0,45.5,68.0,2000,reg,0
171,Tom Presthus,DC,G,20,20,1741,127,78,42,2.1,3-Mar,4,13,2,2.0,20.0,61.4,2000,reg,0
172,David Kramer,COL,G,20,19,1804,125,79,33,1.74,1-Jan,9,8,3,4.0,45.0,63.2,2000,reg,0
173,Adin Brown,COL,G,13,13,1146,102,72,26,2.0,3-Feb,4,7,1,2.0,30.8,70.6,2000,reg,0
174,Mark Simpson,DC,G,13,12,1179,59,38,21,1.75,3-Mar,4,5,4,1.0,30.8,64.4,2000,reg,0
175,Juergen Sommer,NE,G,11,11,977,62,40,15,1.36,1-Jan,5,5,1,2.0,45.5,64.5,2000,reg,0
176,Jeff Cassar,MIA,G,9,9,773,41,28,10,1.11,0/1,2,2,4,2.0,22.2,68.3,2000,reg,0
177,Tim Howard,MET,G,9,8,794,63,40,14,1.75,1-Jan,5,2,2,4.0,55.6,63.5,2000,reg,0
178,Matt Napoleon,CLB,G,8,7,671,38,26,12,1.71,0/1,1,4,2,1.0,12.5,68.4,2000,reg,0
179,Jon Conway,SJ,G,6,6,550,43,31,10,1.67,1-Jan,1,4,1,2.0,16.7,72.1,2000,reg,0
180,Matt Reis,LA,G,6,6,559,31,21,10,1.67,2-Jan,2,3,1,1.0,33.3,67.7,2000,reg,0
181,Chris Snitko,CHI,G,5,5,450,31,20,10,2.0,0/0,2,3,0,1.0,40.0,64.5,2000,reg,0
182,Garth Lagerwey,MIA,G,2,1,167,17,11,5,5.0,1-Jan,0,2,0,0.0,0.0,64.7,2000,reg,0
183,Greg Sutton,CHI,G,2,2,180,21,12,8,4.0,0/0,0,2,0,0.0,0.0,57.1,2000,reg,0
184,Paul Grafer,MET,G,2,2,180,17,12,5,2.5,1-Jan,1,1,0,0.0,50.0,70.6,2000,reg,0
185,Paul Marcoullier,DC,G,1,0,2,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
186,Russell Payne,LA,G,1,0,8,5,1,2,2.0,1-Jan,0,0,0,0.0,0.0,20.0,2000,reg,0
187,Johann Noetzel,DAL,G,1,1,90,8,7,1,1.0,0/0,1,0,0,0.0,100.0,87.5,2000,reg,0
188,Bo Oshoniyi,KC,G,1,1,90,3,2,0,0.0,0/0,1,0,0,1.0,100.0,66.7,2000,reg,0
189,Preston Burpo,COL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
190,Chuck Browder,CLB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
191,Scott Budnick,NE,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
192,Jon Busch,COL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
193,Matt Nyman,TB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
194,Anthony Latronica,MET,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
195,Matt Nelson,CLB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
196,Andy Kirk,TB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
197,Greg Connel,CLB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
198,Rich Cullen,COL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
199,Randy Dedini,COL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
200,Tom Tate,TB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
201,Scott Vallow,CHI,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
202,Peter Van Deven,LA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
203,David Winner,NE,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2000,reg,0
204,Zach Thornton,CHI,G,27,27,2496,145,111,30,1.11,3-Mar,16,6,5,9.0,59.3,76.6,2001,reg,0
205,Tim Howard,MET,G,26,26,2370,190,146,35,1.35,3-Mar,13,10,3,4.0,50.0,76.8,2001,reg,1
206,Matt Jordan,DAL,G,26,26,2388,138,91,45,1.73,6-Feb,10,11,5,9.0,38.5,65.9,2001,reg,0
207,Scott Garlick,COL,G,26,26,2400,205,138,56,2.15,6-Jun,6,15,5,1.0,23.1,67.3,2001,reg,0
208,Nick Rimando,MIA,G,25,25,2300,155,116,33,1.32,5-Mar,15,5,5,5.0,60.0,74.8,2001,reg,0
209,Joe Cannon,SJ,G,25,25,2306,134,101,28,1.12,4-Mar,13,6,6,7.0,52.0,75.4,2001,reg,0
210,Tom Presthus,CLB,G,25,25,2309,178,136,35,1.4,3-Feb,12,7,6,5.0,48.0,76.4,2001,reg,0
211,Adin Brown,COL,G,22,22,2018,179,118,51,2.32,5-Apr,3,16,3,3.0,13.6,65.9,2001,reg,0
212,Mike Ammann,DC,G,19,19,1739,111,73,38,2.0,5-Mar,3,14,2,1.0,15.8,65.8,2001,reg,0
213,Tony Meola,KC,G,17,17,1534,111,80,28,1.65,3-Feb,7,8,2,4.0,41.2,72.1,2001,reg,0
214,Matt Reis,LA,G,16,15,1405,76,52,22,1.47,2-Feb,8,3,4,6.0,50.0,68.4,2001,reg,0
215,Bo Oshoniyi,KC,G,11,10,938,74,48,25,2.5,0/0,4,5,1,3.0,36.4,64.9,2001,reg,0
216,Jeff Causey,NE,G,11,10,1003,91,58,23,2.3,1-Jan,3,5,3,1.0,27.3,63.7,2001,reg,0
217,Kevin Hartman,LA,G,11,11,1007,66,48,14,1.27,0/1,6,4,1,4.0,54.5,72.7,2001,reg,0
218,Juergen Sommer,NE,G,10,10,911,68,50,17,1.7,0/1,3,6,1,1.0,30.0,73.5,2001,reg,0
219,Jose Fernandez,NE,G,7,7,578,45,30,12,1.71,2-Jan,1,3,2,1.0,14.3,66.7,2001,reg,0
220,Mark Simpson,DC,G,7,7,630,44,30,12,1.71,1-Jan,5,2,0,1.0,71.4,68.2,2001,reg,0
221,David Kramer,COL,G,5,5,466,34,25,8,1.6,1-Jan,0,3,2,0.0,0.0,73.5,2001,reg,0
222,Mark Dougherty,CLB,G,2,1,100,6,5,1,1.0,0/0,1,0,0,0.0,50.0,83.3,2001,reg,0
223,Chris Snitko,DAL,G,1,0,24,2,0,2,2.0,0/0,0,0,0,0.0,0.0,0.0,2001,reg,0
224,Jon Conway,SJ,G,1,1,90,5,3,1,1.0,0/0,0,1,0,0.0,0.0,60.0,2001,reg,0
225,Jeff Cassar,MIA,G,1,1,90,9,5,3,3.0,0/0,1,0,0,0.0,100.0,55.6,2001,reg,0
